Batch plan id,Batch plan/Process,Sequence,Enabled?,Job group,Start Time,Schedule,Status (Automated/Manual),Job Parent Job vs Sub-Jobs,Active vs Non Active,BP sequence,BP id,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID,JobGroup.triggertype
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,20/11/2021 18:00,1629,Automated,Sub-job,Active,9,500269,Generate and Send Tax Invoice - Monthly Rental (OL) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly Rental (OL) - PO,501105,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,27/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,25/01/2022 18:57,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,26/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,22/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,19/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,20/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,24/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,21/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,25/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,04/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,05/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,06/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,08/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,07/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,10/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,12/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,11/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,13/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,15/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,14/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,18/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/12/2021 21:32,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,18/12/2021 14:02,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/12/2021 16:21,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,21/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,20/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,18/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,23/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,22/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,24/12/2021 20:02,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,25/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,27/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,07/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,08/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,09/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,10/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,11/12/2021 17:34,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,13/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,16/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,15/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,28/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,14/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,29/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,30/12/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,01/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,03/01/2022 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,31/12/2021 15:17,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,19/11/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,20/11/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,18/11/2021 18:00,1629,Automated,Sub-job,Active,10,500271,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,25/01/2022 18:57,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,26/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,27/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,25/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,21/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,24/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,20/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,19/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,22/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,18/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,14/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,15/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,13/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,11/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,12/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,10/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,07/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,08/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,06/01/2022 18:00,1629,Automated,Sub-job,Active,11,500273,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109,1629
